  1.9930000e+003  3.9000000e+001  8.0000000e+000  4.0000000e+000  1.0000000e+000
  1.9940000e+003  3.2000000e+001  7.0000000e+000  3.0000000e+000  0.0000000e+000
  1.9950000e+003  2.2800000e+002  1.9000000e+001  1.1000000e+001  5.0000000e+000
  1.9960000e+003  1.6600000e+002  1.3000000e+001  9.0000000e+000  6.0000000e+000
  1.9970000e+003  4.0000000e+001  7.0000000e+000  3.0000000e+000  1.0000000e+000
  1.9980000e+003  1.8200000e+002  1.4000000e+001  1.0000000e+001  3.0000000e+000
  1.9990000e+003  1.7700000e+002  1.2000000e+001  8.0000000e+000  5.0000000e+000
  2.0000000e+003  1.1600000e+002  1.4000000e+001  8.0000000e+000  3.0000000e+000
  2.0010000e+003  1.0600000e+002  1.5000000e+001  9.0000000e+000  4.0000000e+000
  2.0020000e+003  6.5000000e+001  1.2000000e+001  4.0000000e+000  2.0000000e+000
  2.0030000e+003  1.7500000e+002  1.6000000e+001  7.0000000e+000  3.0000000e+000
  2.0040000e+003  2.2500000e+002  1.4000000e+001  9.0000000e+000  6.0000000e+000
  2.0050000e+003  2.4800000e+002  2.8000000e+001  1.5000000e+001  7.0000000e+000
  2.0060000e+003  7.9000000e+001  1.0000000e+001  5.0000000e+000  2.0000000e+000
  2.0070000e+003  7.2000000e+001  1.5000000e+001  6.0000000e+000  2.0000000e+000
  2.0080000e+003  1.4500000e+002  1.6000000e+001  8.0000000e+000  5.0000000e+000
  2.0090000e+003  5.1000000e+001  9.0000000e+000  3.0000000e+000  2.0000000e+000
  2.0100000e+003  1.6500000e+002  1.9000000e+001  1.2000000e+001  5.0000000e+000
  2.0110000e+003  1.2600000e+002  1.9000000e+001  7.0000000e+000  4.0000000e+000
  2.0120000e+003  1.3300000e+002  1.9000000e+001  1.0000000e+001  2.0000000e+000
